,target
1916,1.09
1917,-0.2
1918,0.72
1919,-0.77
1920,0.09
1921,-0.02
1922,-0.29
1923,0.57
1924,0.29
1925,0.59
1926,-1.25
1927,-0.54
1928,0.25
1929,-0.31
1930,-0.43
1931,-0.92
1932,-0.04
1933,-0.15
1934,-0.32
1935,-0.09
1936,0.91
1937,0.59
1938,1.32
1939,-0.34
1940,-0.18
1941,0.61
1942,0.49
1943,-0.8
1944,-1.12
1945,-1.1
1946,0.97
1947,0.11
1948,0.08
1949,0.48
1950,0.24
1951,-1.38
1952,-0.52
1953,-0.12
1954,-0.77
1955,0.14
1956,-0.47
1957,-0.28
1958,-0.26
1959,-0.36
1960,-0.09
1961,0.44
1962,-0.42
1963,0.16
1964,0.22
1965,-0.25
1966,-0.14
1967,0.82
1968,-0.12
1969,-1.04
1970,0.02
1971,0.07
1972,-0.23
1973,0.98
1974,-0.19
1975,0.01
1976,-0.45
1977,0.66
1978,0.0
1979,-0.33
1980,0.52
1981,0.38
1982,-0.35
1983,-0.36
1984,-0.82
1985,0.03
1986,-0.0
1987,-0.73
1988,1.01
1989,-0.1
1990,-1.44
1991,0.14
1992,0.34
1993,0.74
1994,-0.13
1995,0.05
1996,-0.83
1997,0.51
1998,-1.31
1999,0.9
2000,0.37
2001,-0.24
2002,0.71
2003,-0.25
2004,1.12
2005,-0.94
2006,-0.88
2007,0.22
2008,0.85
2009,-0.78
2010,-1.26
2011,-0.24
2012,-0.78
2013,-0.61
2014,0.13
2015,0.07
2016,0.14
2017,0.49
2018,-1.1
2019,0.49
2020,-0.8
2021,0.07
2022,0.32
2023,0.52
2024,0.99
2025,0.3
2026,0.14
2027,-0.45
2028,0.22
2029,0.85
2030,0.9
2031,-0.12
2032,0.29
2033,0.31
2034,1.18
2035,0.23
2036,0.56
2037,0.57
2038,-0.32
2039,0.2
2040,-0.27
2041,0.55
2042,-0.78
2043,0.96
2044,-0.06
2045,-0.04
2046,1.07
2047,0.29
2048,0.77
2049,0.12
2050,-0.3
2051,0.98
2052,0.35
2053,0.41
2054,0.26
2055,0.59
2056,0.67
2057,0.36
2058,0.11
2059,0.14
2060,-1.87
2061,-3.01
2062,-0.46
2063,-2.1
2064,-0.76
2065,-1.92
2066,-1.71
2067,-2.08
2068,-1.27
2069,-1.2
2070,-0.74
2071,-0.93
2072,-0.66
2073,-1.22
2074,0.24
2075,-0.43
2076,-0.39
2077,-1.59
2078,-1.89
2079,-3.04
2080,-1.33
2081,-1.38
2082,-1.23
2083,-0.42
2084,0.28
2085,-2.04
2086,-1.01
2087,0.28
2088,-0.27
2089,-0.43
2090,-0.06
2091,-0.67
2092,-1.5
2093,-1.9
2094,-3.18
2095,-1.4
2096,-1.99
2097,-1.83
2098,0.04
2099,-2.58
2100,-2.44
2101,-2.01
2102,-0.83
2103,-0.99
2104,-1.06
2105,-1.68
2106,-0.77
2107,-2.27
2108,-1.77
2109,-2.62
2110,-3.04
2111,-3.48
2112,-1.46
2113,-2.71
2114,-2.05
2115,-2.51
2116,-2.18
2117,-2.13
2118,-1.93
2119,-0.66
2120,-3.16
2121,-1.97
2122,-1.67
2123,-2.02
2124,-1.3
2125,-0.76
2126,-1.73
2127,-1.75
2128,-2.62
2129,-0.76
2130,-2.89
2131,-1.84
2132,-2.01
2133,-2.01
2134,-3.34
2135,-1.27
2136,-0.53
2137,-2.04
2138,-1.78
2139,-2.03
2140,-0.89
2141,-1.32
2142,-2.02
2143,-1.49
2144,-2.71
2145,-0.74
2146,-2.49
2147,-2.68
2148,-2.9
2149,-2.6
2150,-0.38
2151,-2.77
2152,-1.51
2153,-1.11
2154,-0.4
2155,-1.52
2156,-2.46
2157,-2.82
2158,-1.26
2159,-2.11
2160,-1.8
2161,-2.05
2162,-2.16
2163,-0.38
2164,-3.22
2165,-1.06
2166,-3.19
2167,-2.69
2168,-3.47
2169,-0.78
2170,-1.62
2171,-1.2
2172,-0.83
2173,-2.95
2174,-1.64
2175,-1.66
2176,-0.97
2177,-1.68
2178,-1.03
2179,0.04
2180,0.41
2181,-1.38
2182,-2.59
2183,-1.69
2184,-1.03
2185,0.84
2186,-1.47
2187,-3.14
2188,-3.12
2189,-0.07
2190,0.22
2191,-1.2
2192,-0.76
2193,-1.2
2194,-0.78
2195,-0.28
2196,0.22
2197,0.59
2198,0.44
2199,-0.58
2200,-0.7
2201,-0.38
2202,-1.03
2203,-1.44
2204,-1.33
2205,-0.61
2206,-0.5
2207,-1.42
2208,0.5
2209,-1.08
2210,-0.39
2211,-0.75
2212,0.7
2213,-0.45
2214,-0.62
2215,-0.7
2216,1.01
2217,-0.58
2218,-0.49
2219,-1.35
2220,-0.42
2221,-0.12
2222,-1.45
2223,-0.57
2224,-0.3
2225,-1.32
2226,-1.82
2227,-1.01
2228,-0.94
2229,0.37
2230,-0.23
2231,-0.72
2232,-1.98
2233,-1.39
2234,-1.92
2235,-3.36
2236,-1.31
2237,-0.64
2238,-1.8
2239,-2.52
2240,-0.03
2241,-1.07
2242,-0.53
2243,-0.33
2244,-0.2
2245,-0.71
2246,-0.67
2247,-0.07
2248,0.31
2249,-0.36
2250,-1.09
2251,-0.67
2252,-1.4
2253,-0.53
2254,-2.26
2255,-1.19
2256,-1.74
2257,-1.08
2258,0.17
2259,-2.36
2260,-1.87
2261,-1.36
2262,-1.49
2263,-0.9
2264,-0.7
2265,0.82
2266,0.32
2267,-0.58
2268,-0.23
2269,-0.12
2270,-0.67
2271,-1.65
2272,-1.27
2273,-0.58
2274,-0.77
2275,-1.77
2276,-1.65
2277,-2.19
2278,-1.43
2279,-0.36
2280,-1.2
2281,-0.45
2282,-0.78
2283,-0.77
2284,-1.6
2285,-1.41
2286,-1.23
2287,-2.56
2288,-0.78
2289,-1.53
2290,-1.52
2291,-1.19
2292,-2.17
2293,-1.38
2294,-1.46
2295,-2.09
2296,-0.65
2297,-0.64
2298,-0.66
2299,-0.22
2300,-0.87
2301,0.39
2302,-0.42
2303,-0.29
2304,-1.84
2305,-1.77
2306,0.28
2307,-1.58
2308,-0.29
2309,-1.4
2310,-0.82
2311,-1.76
2312,-0.25
2313,-0.64
2314,-1.36
2315,-0.4
2316,0.17
2317,-0.12
2318,-0.77
2319,-1.48
2320,-1.13
2321,-1.67
2322,-0.83
2323,-1.21
2324,-1.03
2325,-0.46
2326,-0.56
2327,-0.57
2328,-1.19
2329,-1.68
2330,-0.3
2331,-0.11
2332,0.59
2333,0.13
2334,-0.65
2335,-0.18
2336,-0.03
2337,-0.63
2338,-0.53
2339,-0.39
2340,-1.35
2341,-1.29
2342,-0.58
2343,-1.77
2344,-0.79
2345,-1.01
2346,-1.17
2347,-0.55
2348,-0.16
2349,-0.12
2350,-0.26
2351,0.29
2352,-0.13
2353,-0.44
2354,-0.52
2355,0.45
2356,-0.35
2357,-0.37
2358,-0.97
2359,-0.13
2360,-0.77
2361,0.56
2362,0.03
2363,-1.59
2364,-1.2
2365,-0.56
2366,-1.17
2367,-1.7
2368,-2.16
2369,-2.31
2370,-2.42
2371,0.48
2372,-0.56
2373,-0.63
2374,-0.6
2375,-0.62
2376,-1.4
2377,-0.97
2378,-0.71
2379,-0.98
2380,-1.06
2381,-0.79
2382,-0.82
2383,-0.16
2384,-0.5
2385,0.55
2386,-0.78
2387,-0.19
2388,-1.65
2389,-0.93
2390,-0.96
2391,-1.08
2392,-0.76
2393,0.5
2394,-0.02
2395,-0.14
2396,-1.64
2397,-0.02
2398,-0.97
2399,-1.19
2400,-0.27
2401,-2.36
2402,-1.54
2403,-0.41
2404,-0.96
2405,-1.65
2406,-0.98
2407,-0.51
2408,-1.73
2409,0.16
2410,-0.65
2411,0.34
2412,0.1
2413,-0.11
2414,-0.36
2415,-1.72
2416,-0.65
2417,-0.29
2418,-0.21
2419,0.34
2420,0.43
2421,-0.92
2422,-1.29
2423,0.29
2424,-1.01
2425,-0.44
2426,-0.62
2427,-0.45
2428,-0.48
2429,-2.08
2430,-1.3
2431,-0.51
2432,-0.82
2433,-0.52
2434,-1.73
2435,-1.68
2436,-0.97
2437,-0.52
2438,0.29
2439,-0.51
2440,0.56
2441,-1.13
2442,-1.5
2443,-1.01
2444,-0.05
2445,-0.32
2446,-0.74
2447,0.15
2448,-0.85
2449,-0.7
2450,0.13
2451,-0.01
2452,-1.17
2453,0.05
2454,-1.42
2455,-1.7
2456,-0.94
2457,-1.11
2458,-1.65
2459,-0.59
2460,0.08
2461,-0.42
2462,-0.62
2463,-0.61
2464,-0.7
2465,-0.6
2466,-0.61
2467,-0.28
2468,-0.96
2469,-0.44
2470,-0.83
2471,-0.25
2472,-1.02
2473,-1.98
2474,-1.38
2475,1.03
2476,-0.22
2477,-1.15
2478,-1.38
2479,-1.96
2480,-0.57
2481,-0.61
2482,-1.27
2483,-0.73
2484,-0.93
2485,-1.22
2486,-0.41
2487,-1.49
2488,-0.82
2489,-2.25
2490,-1.34
2491,-1.63
2492,-1.22
2493,-1.62
2494,-1.17
2495,-2.89
2496,-0.76
2497,-1.07
2498,-0.7
2499,-0.03
2500,-1.32
2501,-0.33
2502,-1.84
2503,-0.35
2504,-1.8
2505,-1.53
2506,-1.4
2507,-0.65
2508,-1.24
2509,-0.87
2510,-0.21
2511,0.05
2512,-0.0
2513,-0.1
2514,-0.39
2515,-0.98
2516,-1.16
2517,-1.15
2518,-1.96
2519,-1.42
2520,-2.59
2521,-0.64
2522,0.12
2523,-0.28
2524,0.53
2525,-1.29
2526,0.43
2527,-0.46
2528,-1.04
2529,-1.03
2530,-0.32
2531,-0.74
2532,-1.79
2533,-1.16
2534,-1.49
2535,-1.54
2536,-2.5
2537,-0.92
2538,-1.48
2539,0.38
2540,-1.9
2541,-2.8
2542,-1.36
2543,0.38
2544,-0.62
2545,0.55
2546,-0.14
2547,-0.66
2548,0.38
2549,-0.66
2550,-0.87
2551,-0.16
2552,-0.78
2553,0.41
2554,0.65
2555,-0.12
2556,-0.43
2557,-0.99
2558,0.23
2559,-0.45
2560,-0.6
2561,-0.21
2562,0.63
2563,-0.97
2564,-1.77
2565,-1.18
2566,-1.25
2567,-1.21
2568,0.6
2569,0.05
2570,0.7
2571,0.5
2572,1.28
2573,-0.96
2574,-1.08
2575,-3.22
2576,0.12
2577,-0.2
2578,-1.34
2579,0.17
2580,-0.07
2581,-0.41
2582,-0.57
2583,-0.34
2584,-0.19
2585,0.48
2586,0.21
2587,-0.88
2588,-0.17
2589,1.28
2590,-0.45
2591,0.66
2592,0.77
2593,1.44
2594,-0.67
2595,-0.67
2596,-0.66
2597,0.64
2598,0.73
2599,0.2
2600,0.33
2601,-0.23
2602,1.47
2603,0.6
2604,-1.02
2605,-0.18
2606,0.3
2607,-0.19
2608,-0.28
2609,-1.12
2610,-0.27
2611,0.25
2612,0.47
2613,-0.35
2614,-0.38
2615,0.4
2616,-3.22
2617,-3.08
2618,0.94
2619,-0.79
2620,-0.81
2621,-1.82
2622,-1.84
2623,-0.86
2624,-2.25
2625,-3.29
2626,-0.6
2627,-0.03
2628,-0.49
2629,-2.05
2630,-0.73
2631,-0.77
2632,-1.29
2633,-0.43
2634,-2.44
2635,-1.36
2636,-0.03
2637,0.31
2638,-2.26
2639,-0.8
2640,-1.58
2641,-1.8
2642,-2.45
2643,-1.44
2644,-0.93
2645,-2.13
2646,-0.71
2647,-1.28
2648,-1.54
2649,-2.13
2650,-1.77
2651,-0.97
2652,-0.56
2653,-1.2
2654,-3.32
2655,-1.47
2656,-2.21
2657,-2.54
2658,-1.71
2659,-1.06
2660,0.03
2661,0.14
2662,-0.58
2663,-1.6
2664,-0.96
2665,-0.89
2666,0.21
2667,-1.84
2668,0.01
2669,-0.01
2670,-1.23
2671,-0.45
2672,0.09
2673,-0.52
2674,0.15
2675,0.54
2676,-0.66
2677,-0.03
2678,0.01
2679,-1.22
2680,-0.26
2681,-1.42
2682,-1.18
2683,-1.24
2684,-1.51
2685,0.04
2686,-0.66
2687,-0.13
2688,-0.81
2689,0.18
2690,-0.83
2691,-1.21
2692,-2.05
2693,-0.4
2694,0.09
2695,-0.0
2696,0.6
2697,0.14
2698,0.63
2699,-1.29
2700,-1.19
2701,-2.68
2702,-2.32
2703,-2.99
2704,-2.58
2705,-2.04
2706,-2.14
2707,-2.79
2708,-2.37
2709,-2.33
2710,-1.95
2711,-2.67
2712,0.48
2713,0.07
2714,-1.31
2715,0.02
2716,-1.81
2717,-1.44
2718,-2.0
2719,-1.22
2720,-1.01
2721,-1.33
2722,-1.56
2723,-2.45
2724,-1.31
2725,-1.98
2726,-3.26
2727,-0.99
2728,-1.63
2729,-2.49
2730,-0.21
2731,0.65
2732,-1.93
2733,-2.5
2734,-1.73
2735,-3.11
2736,-2.42
2737,-1.7
2738,-2.03
2739,-2.83
2740,-1.2
2741,-1.05
2742,-2.1
2743,-1.52
2744,-2.3
2745,-1.99
2746,-0.26
2747,-2.86
2748,-0.94
2749,-2.49
2750,-2.76
2751,-0.86
2752,-1.51
2753,-1.89
2754,-0.88
2755,0.43
2756,-1.16
2757,-1.79
2758,0.31
2759,-1.19
2760,-1.52
2761,-1.01
2762,-2.07
2763,-0.61
2764,-1.71
2765,-0.19
2766,-1.5
2767,-1.39
2768,0.18
2769,-0.28
2770,-3.53
2771,-1.87
2772,-2.16
2773,-1.87
2774,-0.53
2775,-0.97
2776,-1.0
2777,-2.25
2778,0.1
2779,-2.44
2780,-1.82
2781,-2.43
2782,-1.57
2783,-1.21
2784,-0.98
2785,0.37
2786,-2.46
2787,-2.17
2788,-1.67
2789,-1.41
2790,-2.36
2791,-1.68
2792,-1.96
2793,-2.19
2794,-1.06
2795,-0.25
2796,-1.37
2797,-1.75
2798,-0.95
2799,0.22
2800,-1.56
2801,-2.13
2802,-1.93
2803,-0.95
2804,-1.75
2805,-2.43
2806,-1.16
2807,-1.67
2808,-2.13
2809,-2.03
2810,-0.89
2811,-2.0
2812,-0.12
2813,-0.68
2814,-2.25
2815,-1.38
2816,-1.68
2817,0.03
2818,0.85
2819,0.49
2820,0.58
2821,0.57
2822,0.12
2823,1.03
2824,0.12
2825,0.75
2826,1.2
2827,0.55
2828,0.61
2829,1.71
2830,0.19
2831,0.26
2832,-0.22
2833,0.3
