,doc_len,word_count,sent_count,avg_word_len,ck,cc,di,nn,dd,ai,ss,mn,bb,sci,ze,qu,se,sc,ci,ps,si,tch,ngue,st,gu,th,pn,ve,te,zz,au,lm,lf,ge,wh,tu,wr,ph,sh,mm,gh,dge,ft,tt,ed,ng,lk,ti,gue,rr,ch,ll,gn,ff,gg,pp,rh,ce,mb,kn,eer,ere,uy,ho,ear,ei,ar,oor,ure,eigh,ey,is,ae,ow,or,ew,ore,ur,uoy,air,ough,yr,ea,ayer,augh,aw,eau,aigh,igh,oy,oo,ue,are,ee,oa,et,y,er,eir,oew,oar,ie,eo,ui,ier,ou,ir,oi,ay,ye,oe,our,w,h,e,n, ,t,y,o,u,g,p,l,r,d,b,a,m,",",i,s,c,.,f,v,-,k,z,x,j,"""",!,?,',q,;,é,1,9,6,—,‘,8,:,0,(,),7,5,3,4,2,–,[,],%,°,/,ü,+,í,ñ,~,ö,ç,¼,½,á,µ,*,=,×,ß,$,õ,æ,·,±,<,…,œ,è,&,_,÷,£,à,ê,­,î,´,ë,ä,ú,’,“,”,wiki,article,book,details,kid,edu,simple,story,1_letter,2_letter,3_letter,4_letter,5_letter,6_letter,7_letter,8_letter,9_letter,10_letter,11_letter,12_letter
1461,1050,191,8,4.5,4,0,0,0,1,3,4,0,0,0,0,0,2,0,3,0,1,0,0,8,0,32,0,6,6,0,0,1,0,0,9,0,0,0,7,0,1,0,0,1,10,4,0,4,0,3,1,3,1,2,0,0,0,2,0,0,0,5,0,9,0,2,4,0,1,0,2,1,0,4,9,1,0,5,0,1,1,0,5,0,0,0,0,0,0,0,2,0,0,8,1,1,12,17,1,0,0,4,0,0,3,8,4,0,2,1,0,3,35,58,107,59,190,76,12,59,24,11,9,32,61,49,17,69,9,14,37,54,14,7,19,6,4,13,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,59,39,34,20,6,8,3,2,1,0
1462,1051,200,8,4.26,1,0,0,1,0,5,2,0,0,0,0,0,7,0,0,0,0,0,0,10,0,20,0,7,6,0,0,0,1,3,4,0,0,0,0,0,3,0,1,0,4,5,0,0,0,0,4,7,1,1,0,1,0,1,0,0,0,3,0,1,2,1,9,0,1,0,3,6,0,2,6,1,1,5,0,1,0,0,7,0,0,2,0,0,3,1,1,0,2,5,0,5,26,12,0,0,0,0,1,0,0,20,1,0,2,0,0,4,18,42,99,57,199,71,26,62,29,15,11,33,50,34,8,80,28,21,36,53,17,7,23,8,1,5,0,0,3,7,2,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,55,43,23,14,10,5,7,1,1,0
1463,899,158,6,4.7,0,0,0,0,1,1,3,0,0,0,1,1,12,0,0,0,0,0,0,3,1,20,0,7,5,0,2,0,1,1,2,1,0,0,0,1,0,1,1,2,6,7,0,5,0,0,3,3,1,1,0,1,0,1,3,1,0,5,0,4,1,1,6,0,0,0,1,2,0,3,3,1,1,0,0,0,0,0,5,0,0,0,1,0,0,1,4,0,2,3,0,3,13,17,1,0,0,4,0,1,0,5,2,0,1,0,0,0,16,35,106,41,157,61,13,55,20,15,8,38,40,29,13,44,20,16,46,56,14,5,29,10,3,1,1,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,30,31,21,18,11,8,4,3,2,0
1464,861,154,9,4.6,0,0,4,1,0,2,4,0,0,0,0,1,6,0,0,0,1,0,0,9,0,20,0,7,3,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,4,6,0,4,0,0,3,3,0,2,0,1,0,0,0,1,0,3,0,1,0,0,3,0,0,0,2,13,0,4,2,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,1,3,0,0,0,12,14,0,0,0,2,0,1,0,4,2,1,0,0,0,0,13,49,79,63,153,58,12,47,20,8,9,28,33,23,14,56,19,13,51,56,12,8,13,9,0,6,0,0,1,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,41,18,9,14,19,8,6,1,1,1
1465,1071,195,14,4.5,6,0,1,0,1,6,3,0,0,0,0,1,1,0,0,0,3,0,0,5,1,26,0,10,8,1,0,0,0,7,0,3,0,0,1,0,1,0,0,5,10,5,0,3,1,0,3,0,0,2,0,0,0,4,0,2,0,1,0,3,1,0,6,2,2,0,2,3,0,0,7,0,1,4,0,0,1,0,3,0,0,1,0,0,0,1,5,2,1,0,0,1,22,8,0,0,0,1,0,1,0,7,2,0,4,1,0,1,6,45,102,53,194,94,22,57,34,23,10,35,35,38,11,66,28,15,54,39,24,13,15,11,0,10,2,2,2,18,1,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,52,35,22,16,9,4,9,4,0,2
1466,1144,199,9,4.75,0,0,2,0,0,2,1,0,0,0,1,0,3,1,1,0,4,0,0,9,1,28,0,4,5,0,1,0,1,5,4,2,0,2,3,0,2,2,1,1,7,9,0,7,0,0,2,3,0,4,1,1,0,8,0,0,0,3,0,4,3,3,7,0,2,0,0,10,0,2,10,2,2,3,0,0,0,0,6,0,0,1,0,0,2,0,1,0,0,5,1,4,12,14,1,0,0,6,0,0,0,6,4,0,2,1,0,0,22,67,118,67,198,82,12,55,19,19,12,36,51,42,16,84,22,11,68,58,25,8,29,5,6,4,1,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,45,35,27,20,12,10,8,4,3,0
1467,1052,199,16,4.29,0,0,1,0,0,3,2,1,5,0,1,1,5,1,1,1,2,0,0,5,0,27,0,5,4,0,1,0,0,0,5,0,0,0,2,0,3,0,3,2,2,9,1,2,0,0,4,2,0,1,1,0,0,2,0,0,0,3,0,5,1,2,3,0,1,0,5,13,0,3,4,0,0,1,0,0,2,0,7,0,1,1,0,0,0,1,4,2,1,4,2,0,24,9,2,0,0,1,0,1,0,6,3,2,3,2,0,0,23,63,91,44,198,77,24,66,19,26,13,26,33,36,23,59,12,15,57,58,14,15,18,10,1,9,1,0,0,16,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,44,52,31,18,9,6,1,0,0,1
1468,1010,190,9,4.32,2,0,0,1,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,34,0,6,0,0,3,0,0,0,3,1,0,0,6,0,5,0,0,2,2,3,0,2,0,0,4,12,0,0,0,0,0,0,0,0,0,4,0,6,3,1,5,0,1,0,2,1,0,3,5,0,2,2,0,1,3,0,14,0,0,1,3,0,2,0,2,1,1,2,0,0,16,6,1,0,0,1,0,0,0,13,5,0,1,1,0,1,20,60,101,49,189,77,16,70,25,13,4,52,38,25,12,52,29,18,48,53,13,8,14,6,1,6,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,48,50,17,17,8,6,9,0,0,0
1469,1094,191,4,4.73,4,1,3,0,1,1,4,0,0,0,2,1,7,0,1,0,2,0,0,4,0,30,0,5,6,0,2,0,0,2,3,2,0,0,1,1,1,0,0,1,17,7,0,2,0,0,5,6,0,0,0,1,0,3,0,1,0,2,0,3,0,0,11,0,2,0,1,3,0,2,11,0,1,5,0,0,1,0,4,0,0,0,0,0,0,2,1,1,2,3,0,2,13,13,0,0,0,2,0,0,0,7,0,3,1,2,0,3,22,47,107,56,190,76,13,65,26,16,15,33,62,40,10,80,29,17,54,48,21,3,22,9,5,8,2,2,2,2,0,0,0,1,5,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,31,42,27,14,12,10,9,3,2,1
1470,951,174,10,4.47,0,0,2,0,0,5,3,0,1,0,1,1,4,2,2,0,3,0,0,4,0,20,0,7,8,0,0,0,1,1,1,0,0,0,5,0,1,0,2,0,7,10,0,1,0,1,0,4,0,3,0,1,0,4,0,0,0,1,0,2,0,1,10,1,1,0,0,15,0,1,11,0,1,1,0,0,1,0,4,0,0,1,0,0,0,0,1,1,3,2,0,0,16,13,0,0,0,0,0,0,0,3,1,0,3,0,0,0,8,35,85,57,173,59,16,56,10,16,16,34,52,34,9,68,20,13,65,49,26,9,26,10,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,42,18,13,15,19,14,3,3,0,1
1471,819,149,7,4.5,0,0,5,0,0,4,4,0,0,0,0,0,5,1,0,1,1,0,0,4,0,18,0,3,8,0,0,1,0,0,4,0,0,0,6,1,1,0,2,1,8,3,0,3,0,0,0,8,0,0,0,0,1,4,0,1,0,2,0,1,0,0,2,0,0,0,4,7,0,1,5,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,1,1,1,19,10,0,0,1,1,0,1,0,2,2,0,4,0,0,0,19,37,70,43,148,52,19,47,10,8,16,42,26,40,10,56,26,11,42,49,12,6,12,3,2,3,0,0,3,2,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,43,30,22,9,6,3,5,3,0,3
1472,1100,188,13,4.86,0,1,2,1,0,2,5,0,0,0,1,0,10,0,1,0,1,0,0,9,0,26,0,9,8,0,0,0,0,3,2,0,0,0,2,0,2,0,1,3,16,10,0,2,0,1,4,5,1,3,0,1,0,7,0,0,0,7,0,0,1,1,1,0,0,0,1,3,0,2,1,1,0,2,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,3,3,4,16,25,0,0,0,2,0,1,0,16,1,1,1,0,0,0,23,46,140,71,187,72,16,59,29,19,16,36,49,42,8,65,22,13,38,54,27,12,21,12,2,8,1,4,0,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,43,34,28,18,13,7,4,8,5,0
1473,1141,200,15,4.71,0,0,8,0,0,3,4,0,1,0,1,1,3,1,0,0,1,0,0,6,0,23,0,3,3,0,0,0,0,3,7,0,0,0,3,0,5,0,0,4,6,20,0,6,0,0,5,8,0,2,2,1,0,2,0,0,0,3,0,5,2,1,4,0,0,0,1,5,0,4,6,0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,2,0,0,4,1,2,16,15,0,0,0,0,0,0,0,10,1,0,0,0,0,0,23,52,98,62,199,75,16,68,28,30,13,48,48,44,18,71,29,10,64,51,25,14,21,3,1,7,1,3,4,6,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,44,35,23,21,8,6,8,10,2,2
1474,1074,195,11,4.51,0,1,0,1,1,3,4,0,0,0,1,0,8,0,1,0,4,1,0,9,0,28,0,3,8,0,1,0,0,3,4,0,0,0,7,0,1,0,0,0,17,9,3,8,0,1,4,3,0,0,0,3,0,3,0,0,1,0,0,3,2,0,6,0,0,0,0,6,0,0,4,1,1,3,0,1,1,0,4,0,0,0,0,0,0,0,3,0,2,3,2,0,10,15,0,0,0,3,1,0,0,7,2,0,0,0,0,1,20,69,115,64,194,81,10,53,29,17,24,28,49,43,8,72,21,16,51,58,15,10,18,3,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,54,29,16,20,17,7,6,5,2,0
1475,937,179,10,4.24,4,0,0,0,0,0,1,0,1,0,0,1,3,0,1,0,2,0,0,6,0,17,0,6,15,0,2,0,2,3,2,1,1,0,6,0,3,0,1,3,9,5,0,2,0,2,2,2,0,0,1,0,1,0,0,0,0,1,0,3,2,0,5,0,0,0,0,4,0,1,6,2,1,1,0,0,0,0,6,0,1,1,1,0,2,0,2,1,0,1,0,9,8,14,0,0,0,2,0,1,0,3,0,0,2,0,3,1,16,55,95,45,178,80,8,56,24,25,14,22,40,29,17,55,19,13,44,39,12,9,18,7,1,5,0,2,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,51,37,19,13,6,8,3,5,0,1
1476,991,175,8,4.67,0,1,5,0,0,2,7,0,0,0,0,1,9,0,2,1,2,0,0,11,0,24,0,5,3,0,0,0,0,2,3,1,0,0,2,0,2,0,0,1,4,10,0,2,0,0,4,5,0,0,0,1,0,3,3,0,1,0,0,3,1,0,7,0,1,0,4,6,0,3,7,1,1,5,0,0,1,0,4,0,0,0,0,1,1,0,1,1,2,4,1,3,13,7,0,0,0,2,0,0,0,6,2,1,2,2,1,2,13,44,93,55,174,80,13,63,29,23,17,28,42,28,14,65,15,15,51,67,20,7,9,10,1,5,0,0,0,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,37,29,20,15,13,9,3,3,2,4
1477,1139,198,6,4.76,1,0,2,0,1,3,3,1,0,0,0,2,6,2,1,1,5,0,0,7,0,24,0,4,3,0,1,0,0,1,3,1,1,1,2,2,5,0,2,0,9,17,0,3,0,1,5,7,0,1,0,2,2,2,1,0,0,2,0,0,0,0,6,0,0,0,0,3,0,3,7,0,1,2,0,1,0,0,11,0,0,1,1,0,5,0,4,0,0,10,1,1,16,10,0,0,1,0,0,1,0,5,5,1,1,0,0,0,18,51,109,73,197,61,16,75,20,29,19,45,57,44,21,64,24,18,71,54,17,5,31,6,1,9,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,36,26,38,14,20,8,7,5,0,3
1478,1024,188,8,4.45,1,0,1,1,0,3,0,0,0,0,0,1,11,0,2,0,2,0,0,6,0,32,0,8,10,0,1,0,1,5,2,2,0,0,2,0,2,2,1,0,4,9,0,7,0,1,2,1,0,1,0,0,0,3,0,3,0,2,0,5,2,0,5,0,1,0,0,14,0,3,4,3,1,1,0,0,1,0,9,0,0,0,0,0,1,1,1,0,0,2,0,5,19,12,0,0,0,2,0,0,0,5,0,0,1,3,0,0,19,58,122,60,187,86,19,57,14,21,7,20,39,27,14,59,17,17,53,51,19,7,26,11,0,7,0,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,48,34,20,14,11,6,11,1,2,1
1479,1089,191,9,4.71,7,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,0,0,8,0,37,0,4,5,0,0,0,0,2,3,2,0,0,3,0,2,0,2,1,16,11,0,2,0,3,4,8,0,0,0,1,0,6,3,1,0,2,0,5,0,6,11,0,1,0,1,3,0,5,6,0,1,4,0,0,2,0,2,0,0,2,0,0,0,0,5,0,0,3,1,2,16,13,5,0,0,2,0,1,1,8,5,0,2,0,0,1,22,60,108,52,190,93,16,64,19,16,8,39,61,33,19,70,22,21,45,45,27,8,24,7,4,11,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,40,42,30,17,13,14,3,1,0,2
1480,938,174,11,4.4,1,0,3,0,1,3,1,0,0,0,0,1,5,0,0,0,3,0,0,8,0,14,0,5,11,0,0,0,1,3,3,0,0,0,6,0,1,0,3,1,9,6,0,0,0,0,0,3,0,1,0,1,0,2,0,0,0,1,0,3,2,0,3,0,0,0,1,5,0,2,3,0,0,1,0,0,0,0,6,0,0,1,0,0,1,0,7,0,0,4,0,3,16,14,0,0,0,0,0,0,0,3,0,1,4,3,0,0,19,45,96,53,173,64,16,62,13,16,13,39,24,41,12,79,13,13,37,43,9,10,14,17,2,11,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,49,32,27,14,11,2,3,2,2,2
1481,1058,190,11,4.57,0,0,2,2,0,2,6,0,0,0,0,3,11,0,0,0,1,0,0,6,2,27,0,4,8,0,0,0,1,4,5,2,0,0,2,0,3,0,2,2,11,11,1,2,0,1,1,1,1,1,0,1,0,4,1,1,0,8,0,2,0,0,3,1,0,0,6,0,0,3,5,1,1,5,0,0,3,1,7,0,0,0,0,0,0,2,3,1,0,3,0,4,18,22,0,0,0,2,2,0,0,12,2,0,2,3,0,1,29,49,131,68,189,76,18,59,26,25,13,27,56,44,8,72,10,11,42,50,13,10,10,9,1,6,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,54,37,19,14,24,5,2,3,1,3
1482,991,181,7,4.48,1,0,1,0,0,1,3,0,0,0,0,1,8,1,3,0,2,0,0,11,1,27,0,2,1,0,0,0,1,2,5,3,0,0,1,2,4,0,0,2,9,9,0,6,0,0,5,7,0,0,0,0,0,4,0,0,0,0,0,7,0,1,4,0,0,0,0,17,0,1,3,0,2,1,0,0,2,0,2,0,0,0,0,0,2,0,1,2,0,2,1,1,15,4,0,0,0,2,0,2,0,4,1,1,1,0,1,0,13,58,93,57,180,67,15,59,27,20,9,41,27,30,14,51,20,14,66,61,29,6,22,5,1,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,43,31,14,14,15,3,10,0,2,4
1483,1083,179,8,5.06,0,0,1,1,1,5,3,0,0,0,0,0,6,0,1,0,2,0,0,3,0,27,0,7,4,0,1,0,1,2,5,2,0,1,11,0,1,0,0,0,7,5,0,4,0,2,6,0,1,1,0,0,0,6,0,1,0,5,0,0,2,2,12,0,0,0,0,7,0,2,12,0,1,5,0,0,0,0,3,0,1,0,0,0,0,1,1,0,3,2,0,1,25,12,0,0,0,3,1,0,0,6,1,2,0,0,0,1,12,58,98,64,178,81,25,68,25,16,18,28,58,31,8,64,18,17,71,57,33,7,27,10,1,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,44,20,18,15,16,11,16,5,1,1
1484,786,154,12,4.11,1,2,6,0,0,4,1,0,0,0,1,0,3,0,0,0,1,0,0,8,0,19,0,3,5,0,0,0,1,1,2,0,0,1,2,0,0,0,0,1,6,9,0,1,0,0,2,1,0,0,0,1,0,1,2,0,0,7,0,2,3,0,7,0,0,0,0,2,0,2,5,1,2,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,1,3,0,11,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,35,78,42,153,58,11,43,9,12,6,23,28,36,10,58,21,9,47,34,15,11,6,4,0,4,1,0,1,0,0,1,9,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,34,24,17,7,4,5,4,4,1,2
1485,974,185,8,4.27,0,0,3,0,0,2,4,0,0,0,0,0,14,1,0,0,1,0,0,12,0,29,0,2,4,0,0,0,1,1,4,0,0,0,4,2,1,0,1,0,3,5,0,3,0,1,3,4,3,1,0,0,0,4,0,1,0,2,0,7,0,7,2,0,0,0,0,12,0,2,13,0,4,2,0,0,0,0,8,0,0,0,0,0,1,0,1,0,1,1,0,2,18,10,4,0,0,0,0,0,0,5,4,0,4,0,0,1,17,54,98,48,184,68,18,53,18,11,6,31,43,23,8,60,21,15,57,77,16,7,26,2,2,3,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,51,22,23,15,9,6,7,2,1,2
1486,980,197,8,3.98,1,0,1,0,1,3,1,0,0,0,1,2,5,0,1,0,0,0,0,5,0,24,0,6,7,0,2,0,1,2,3,0,0,0,5,0,10,1,0,0,8,2,0,1,0,2,1,4,0,0,0,0,0,2,0,4,0,2,0,4,2,2,8,0,0,0,2,3,0,1,5,3,4,2,0,1,5,0,3,0,0,1,0,0,4,0,2,1,0,5,1,6,21,13,0,0,1,0,0,1,0,12,1,0,2,2,0,1,18,56,103,54,196,70,21,46,24,15,3,27,39,39,13,69,22,16,47,37,14,7,22,6,0,7,1,1,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,42,40,20,19,6,10,3,0,1,0
1487,1071,176,8,5.09,0,5,6,0,0,4,4,0,0,0,0,1,11,0,2,0,4,0,0,9,0,28,0,10,4,0,0,0,0,3,1,3,0,1,0,1,0,0,0,0,6,6,0,18,0,1,3,3,0,4,0,0,0,3,0,0,0,2,0,5,1,2,14,0,5,0,0,10,0,0,9,0,1,7,0,0,0,0,4,0,0,0,0,0,0,2,0,1,5,0,0,4,19,12,0,0,0,3,1,0,1,3,1,0,3,0,0,1,6,39,102,66,175,91,19,67,31,16,19,27,51,31,12,72,21,10,71,61,36,7,23,12,0,0,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,39,19,16,13,10,9,7,11,8,3
1488,1125,198,8,4.69,0,1,2,1,0,2,5,0,0,0,0,1,6,1,0,0,3,0,0,3,0,35,0,10,8,0,2,0,0,1,7,2,0,0,1,0,7,0,1,0,6,5,0,6,0,0,4,5,0,1,0,4,0,8,1,1,0,2,0,2,1,4,6,0,2,0,2,14,0,4,5,0,2,4,3,0,0,0,4,0,0,0,0,0,7,3,1,1,0,2,0,3,13,13,2,0,0,0,0,0,0,3,2,0,1,0,0,0,20,62,115,74,197,86,13,55,22,21,20,39,47,18,16,73,11,5,84,61,31,7,22,13,4,4,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,34,42,28,12,10,7,11,7,3,1
