,doc_len,word_count,sent_count,avg_word_len,ck,cc,di,nn,dd,ai,ss,mn,bb,sci,ze,qu,se,sc,ci,ps,si,tch,ngue,st,gu,th,pn,ve,te,zz,au,lm,lf,ge,wh,tu,wr,ph,sh,mm,gh,dge,ft,tt,ed,ng,lk,ti,gue,rr,ch,ll,gn,ff,gg,pp,rh,ce,mb,kn,eer,ere,uy,ho,ear,ei,ar,oor,ure,eigh,ey,is,ae,ow,or,ew,ore,ur,uoy,air,ough,yr,ea,ayer,augh,aw,eau,aigh,igh,oy,oo,ue,are,ee,oa,et,y,er,eir,oew,oar,ie,eo,ui,ier,ou,ir,oi,ay,ye,oe,our,1_letter,2_letter,3_letter,4_letter,5_letter,6_letter,7_letter,8_letter,9_letter,10_letter,11_letter,12_letter,wps,dialogue,target
170,816.0,156.0,10.0,5.17,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,28.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,3.0,1.0,8.0,6.0,0.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,27.0,43.0,36.0,19.0,12.0,9.0,3.0,6.0,0.0,0.0,0.0,17.333333333333332,1.0,-0.71456133
171,909.0,161.0,8.0,5.6,0.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,21.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,13.0,5.0,1.0,6.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,3.0,0.0,2.0,11.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,7.0,24.0,44.0,23.0,18.0,16.0,8.0,9.0,5.0,3.0,2.0,3.0,32.2,0.0,-0.71439194
172,953.0,171.0,7.0,5.54,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,26.0,0.0,6.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,10.0,9.0,0.0,3.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,3.0,5.0,0.0,0.0,0.0,3.0,5.0,0.0,5.0,6.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,4.0,0.0,2.0,12.0,21.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,5.0,25.0,46.0,40.0,14.0,11.0,8.0,10.0,5.0,5.0,0.0,3.0,28.5,0.0,-1.57226599
173,961.0,179.0,11.0,5.31,5.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,15.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,6.0,4.0,1.0,5.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,14.0,13.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,7.0,3.0,0.0,3.0,1.0,0.0,0.0,7.0,34.0,36.0,38.0,25.0,13.0,10.0,8.0,3.0,2.0,3.0,1.0,17.9,1.0,-1.33363491
174,988.0,182.0,9.0,5.38,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,17.0,0.0,6.0,3.0,0.0,2.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,12.0,7.0,0.0,3.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,12.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,29.0,39.0,54.0,18.0,9.0,10.0,10.0,5.0,3.0,0.0,1.0,22.75,1.0,-1.86014001
175,1038.0,195.0,14.0,5.26,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,3.0,0.0,7.0,2.0,22.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,18.0,0.0,6.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,1.0,12.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,6.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,17.0,12.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,13.0,24.0,50.0,43.0,28.0,20.0,16.0,5.0,0.0,1.0,0.0,0.0,16.25,0.0,-0.54844668
176,1064.0,194.0,9.0,5.44,7.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,1.0,29.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,9.0,7.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,9.0,0.0,4.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,0.0,3.0,15.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,2.0,0.0,0.0,19.0,31.0,45.0,50.0,10.0,15.0,12.0,9.0,1.0,2.0,5.0,3.0,21.555555555555557,1.0,-1.08372241
177,1010.0,165.0,18.0,6.02,1.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,36.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,6.0,11.0,0.0,3.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,4.0,19.0,14.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,2.0,0.0,1.0,16.0,19.0,36.0,39.0,16.0,19.0,11.0,7.0,4.0,2.0,5.0,3.0,9.705882352941176,1.0,-1.21551267
178,847.0,152.0,9.0,5.52,1.0,0.0,4.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,17.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0,4.0,1.0,2.0,0.0,2.0,5.0,8.0,9.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,4.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,3.0,0.0,4.0,11.0,14.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,8.0,0.0,1.0,1.0,1.0,0.0,2.0,10.0,13.0,38.0,32.0,20.0,16.0,12.0,5.0,3.0,3.0,2.0,0.0,19.0,0.0,-0.8027856
179,812.0,140.0,6.0,5.76,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,31.0,0.0,5.0,8.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,13.0,4.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,7.0,1.0,5.0,5.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,8.0,10.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,0.0,2.0,1.0,1.0,0.0,2.0,12.0,30.0,34.0,25.0,13.0,13.0,4.0,4.0,2.0,0.0,2.0,28.0,0.0,-1.96477335
180,977.0,176.0,6.0,5.52,1.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,1.0,35.0,0.0,3.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,12.0,7.0,0.0,3.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,8.0,2.0,0.0,0.0,2.0,4.0,0.0,2.0,5.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,6.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,5.0,1.0,1.0,3.0,0.0,5.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,22.0,50.0,36.0,22.0,20.0,8.0,8.0,3.0,4.0,2.0,0.0,35.2,0.0,-1.23772879
181,813.0,166.0,7.0,4.86,3.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,12.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,8.0,5.0,1.0,3.0,0.0,2.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,28.0,45.0,34.0,33.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,27.666666666666668,1.0,0.3842227
182,1057.0,181.0,10.0,5.79,1.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,5.0,0.0,0.0,8.0,0.0,20.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,11.0,9.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,7.0,13.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,3.0,1.0,0.0,3.0,4.0,31.0,40.0,34.0,20.0,16.0,15.0,10.0,6.0,5.0,2.0,2.0,20.11111111111111,0.0,-1.16337267
183,962.0,183.0,12.0,5.2,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,9.0,5.0,0.0,3.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,11.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,10.0,26.0,56.0,55.0,13.0,12.0,8.0,8.0,2.0,1.0,0.0,0.0,16.636363636363637,1.0,0.57204497
184,988.0,194.0,7.0,5.06,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,30.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,2.0,7.0,3.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,2.0,6.0,7.0,0.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,6.0,0.0,2.0,2.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,5.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,30.0,62.0,45.0,22.0,10.0,15.0,4.0,3.0,0.0,0.0,2.0,32.333333333333336,0.0,-0.49269168
185,1003.0,194.0,13.0,5.11,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,27.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,6.0,2.0,4.0,1.0,2.0,0.0,3.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,9.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,4.0,0.0,4.0,17.0,11.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,12.0,9.0,0.0,1.0,2.0,0.0,0.0,9.0,28.0,55.0,42.0,23.0,22.0,5.0,6.0,2.0,0.0,1.0,2.0,14.923076923076923,1.0,-0.29030601
186,881.0,169.0,8.0,5.17,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,0.0,13.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,13.0,4.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,4.0,8.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,12.0,11.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,26.0,40.0,41.0,23.0,15.0,9.0,5.0,4.0,1.0,0.0,0.0,24.142857142857142,0.0,0.60425891
187,784.0,152.0,9.0,5.11,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,26.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,2.0,13.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,15.0,7.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,2.0,0.0,7.0,0.0,0.0,0.0,6.0,24.0,38.0,30.0,26.0,16.0,7.0,5.0,1.0,0.0,0.0,0.0,19.0,0.0,-1.73683059
188,802.0,157.0,9.0,5.06,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,29.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,4.0,5.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,1.0,4.0,6.0,0.0,4.0,12.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,35.0,40.0,37.0,22.0,3.0,6.0,6.0,7.0,0.0,0.0,0.0,17.444444444444443,1.0,0.17861529
189,894.0,178.0,10.0,4.97,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,45.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,5.0,3.0,4.0,0.0,3.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,29.0,53.0,48.0,22.0,11.0,9.0,5.0,0.0,0.0,0.0,0.0,19.77777777777778,1.0,-1.55781016
190,844.0,151.0,7.0,5.55,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,23.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,8.0,0.0,3.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,17.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,4.0,0.0,1.0,4.0,27.0,32.0,29.0,21.0,16.0,8.0,6.0,3.0,5.0,2.0,0.0,25.166666666666668,0.0,-1.16041012
191,827.0,152.0,8.0,5.39,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,23.0,0.0,7.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,5.0,8.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,11.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,15.0,47.0,35.0,19.0,13.0,12.0,2.0,1.0,3.0,1.0,1.0,21.714285714285715,0.0,-0.14670831
192,1058.0,187.0,9.0,5.61,1.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,1.0,0.0,4.0,0.0,0.0,5.0,2.0,25.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,7.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,9.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,12.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,12.0,15.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,3.0,2.0,1.0,0.0,1.0,10.0,21.0,52.0,30.0,24.0,16.0,13.0,12.0,5.0,3.0,1.0,2.0,23.375,1.0,-0.88942001
193,848.0,150.0,7.0,5.61,1.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,2.0,1.0,0.0,6.0,1.0,32.0,0.0,9.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,2.0,6.0,7.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,5.0,0.0,5.0,6.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,7.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,4.0,0.0,3.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,17.0,41.0,33.0,10.0,17.0,14.0,8.0,4.0,4.0,0.0,0.0,25.0,0.0,-0.00311855
194,1127.0,191.0,8.0,5.86,0.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,4.0,1.0,5.0,0.0,0.0,7.0,0.0,36.0,0.0,8.0,10.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,10.0,3.0,0.0,8.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,3.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0,9.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,17.0,21.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,36.0,40.0,37.0,14.0,15.0,18.0,11.0,9.0,5.0,1.0,4.0,27.285714285714285,0.0,-2.05643769
195,988.0,179.0,12.0,5.46,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,24.0,0.0,2.0,12.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,9.0,6.0,1.0,4.0,0.0,1.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,4.0,24.0,15.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,16.0,31.0,40.0,36.0,30.0,11.0,15.0,7.0,2.0,2.0,0.0,0.0,16.272727272727273,1.0,-0.28099388
